batch-id,duration,o-MaximisePFWithAcceptableTopics,solutions-found,solution-model
0,00:02:53.125,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-0/7E1F584D.xmi
1,00:02:50.414,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-1/345F946B.xmi
2,00:02:50.110,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-2/61FE295A.xmi
3,00:02:45.153,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-3/0EDC30AE.xmi
4,00:02:39.985,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-4/0C8983EE.xmi
5,00:02:40.039,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-5/4E8E0555.xmi
6,00:02:39.505,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-6/2BC76404.xmi
7,00:02:39.287,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-7/1A678E83.xmi
8,00:02:39.448,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-8/2C8A5413.xmi
9,00:02:41.641,-0.0,1,/tmp/uk.ac.kcl.mdeoptimiser.parallel-experiments-executor/mdeo-results/experiment-180412-160133-c1-argumentation-framework-argmatsat-PF-Cycle-201-args-Audience-10-Members-PAF-size-52-args.mopt-matching-henshin/batch-9/1ED25CCF.xmi
